id_archivo_anuncio,id_pagina,nombre_pagina,fecha_creacion_anuncio,fecha_inicio_entrega,fecha_fin_entrega,autor_patrocinador,cuerpos_creativos_anuncio,titulos_enlaces_creativos,leyendas_enlaces_creativos,descripciones_enlaces_creativos,moneda,tamano_audiencia_estimada,idiomas,impresiones_inferior,impresiones_superior,gasto_inferior,gasto_superior,plataforma,demografia_edad,demografia_genero,demografia_porcentaje,region_nombre,region_porcentaje
1465232944161067,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 1001, upper_bound: 5000",en,3000,3999,100,199,instagram,35-44,unknown,0.00274,Georgia,1.0
1465993887418135,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,2000,2999,100,199,facebook,25-34,male,0.069039,Maine,1.0
1474712793190967,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,,,,,
1474874596543809,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-28,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,35-44,male,0.098361,Nevada,1.0
1474926659865258,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",Don't have time for the line? Avoid Election Day crowds by Voting Early for President Trump TODAY.,Skip the long line and VOTE TRUMP Early,vote.donaldjtrump.com,Vote TRUMP in Michigan,USD,lower_bound: 1000001,en,700000,799999,15000,19999,facebook,35-44,unknown,0.002086,Unknown,3e-06
1475905749768375,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,15000,19999,300,399,facebook,55-64,male,0.086512,Georgia,1.0
1476502276478765,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 50001, upper_bound: 100000",en,0,999,0,99,instagram,55-64,female,0.038217,Nevada,1.0
1477620702936001,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 50001, upper_bound: 100000",en,0,999,0,99,instagram,55-64,female,0.072165,Nevada,1.0
1477905919686693,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 500001, upper_bound: 1000000",en,2000,2999,100,199,facebook,45-54,male,0.077748,Pennsylvania,1.0
1478815556152884,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,,USD,"lower_bound: 50001, upper_bound: 100000",en,2000,2999,0,99,facebook,55-64,male,0.064337,Wisconsin,1.0
1479452412718731,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,60000,69999,1000,1499,instagram,18-24,male,0.037526,Georgia,1.0
1484492745569994,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,3000,3999,100,199,facebook,18-24,unknown,0.000574,Nevada,1.0
1484994172189843,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,0,999,0,99,instagram,55-64,male,0.021073,Nevada,1.0
1485265245520793,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,0,999,0,99,instagram,18-24,female,0.099668,Pennsylvania,1.0
1490405574993344,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,2000,2999,100,199,instagram,55-64,male,0.113962,Maine,1.0
1491976091462770,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,10000,14999,400,499,instagram,55-64,male,0.019146,New York,0.000158
1493152851393903,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,3000,3999,100,199,instagram,25-34,male,0.239089,Georgia,1.0
1493325774708079,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,0,999,0,99,facebook,35-44,female,0.05122,Maine,1.0
1494635897879253,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,facebook,45-54,male,0.100324,Arizona,1.0
1495306164520915,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,0,999,0,99,instagram,18-24,male,0.134868,Georgia,1.0
1496207781158076,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,55-64,male,0.067901,Arizona,1.0
1496369321073492,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,10000,14999,500,599,facebook,65+,male,0.063518,Pennsylvania,1.0
1499475530764083,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,45000,49999,1500,1999,facebook,35-44,unknown,0.001275,Maine,0.999938
1500085000709361,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,1000,1999,0,99,instagram,18-24,male,0.061033,Georgia,1.0
1500233057345742,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,10000,14999,700,799,instagram,25-34,unknown,0.000763,Arizona,1.0
1502387890461179,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,1000,1999,0,99,instagram,45-54,female,0.063939,Georgia,1.0
1505917680113178,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,40000,44999,2500,2999,instagram,25-34,male,0.151273,Georgia,1.0
1506282066745810,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,2000,2999,100,199,instagram,35-44,female,0.160145,Nevada,1.0
1507061653283158,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,facebook,25-34,female,0.077381,Maine,1.0
1507199549956211,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,25-34,male,0.053459,Nevada,1.0
1511760232877557,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,facebook,45-54,male,0.087986,Arizona,1.0
1512821242927690,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,0,999,0,99,instagram,35-44,female,0.044118,Arizona,1.0
1514981405826157,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,25-34,female,0.086022,Pennsylvania,1.0
1517041359686617,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100, upper_bound: 1000",en,0,999,0,99,instagram,18-24,male,0.137931,Georgia,1.0
1519256818772870,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,3000,3999,100,199,facebook,18-24,male,0.12275,Nevada,1.0
1520175175286841,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,2000,2999,0,99,facebook,18-24,male,0.084146,Wisconsin,1.0
1520367985514504,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,175000,199999,7000,7999,facebook,18-24,unknown,0.000729,Arizona,0.999974
1520956322118193,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,0,999,0,99,facebook,65+,male,0.033457,Wisconsin,1.0
1524562508180644,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,3000,3999,0,99,instagram,35-44,unknown,0.002157,Arizona,1.0
1525929124721607,153080620724,Donald J. Trump,2024-10-26,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,USD,"lower_bound: 5001, upper_bound: 10000",en,2000,2999,100,199,instagram,65+,male,0.030735,Georgia,1.0
1526193051406338,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,45-54,unknown,0.001704,Maine,1.0
1527167761493548,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,0,999,0,99,facebook,55-64,male,0.072261,Arizona,1.0
1527738854774135,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 5001, upper_bound: 10000",en,0,999,0,99,instagram,35-44,male,0.176812,Nevada,1.0
1527931524522839,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,1000,1999,0,99,instagram,25-34,male,0.28405,Nevada,1.0
1530856430892645,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100, upper_bound: 1000",en,1000,1999,0,99,instagram,55-64,unknown,0.001996,Andalusia,0.001946
1533249360679627,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-02,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,facebook,45-54,male,0.058947,Arizona,1.0
1534578227418593,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,1000,1999,0,99,instagram,35-44,female,0.087737,Nevada,1.0
1537816826875241,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,2000,2999,100,199,instagram,25-34,male,0.030435,Georgia,1.0
1538688753432957,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,35000,39999,800,899,facebook,55-64,unknown,0.000173,Wisconsin,1.0
